formula_norm,source,n,med,lo,hi,sd,range
CaHo(WO3)2,MP,1,2.114899999999999,2.114899999999999,2.114899999999999,,0.0
CaHo2MnO6,OQMD,1,2.554,2.554,2.554,,0.0
CaHoHfBiO6,OQMD,1,3.3260000000000005,3.3260000000000005,3.3260000000000005,,0.0
CaHoHfCoO6,OQMD,1,2.24,2.24,2.24,,0.0
CaHoHfFeO6,OQMD,1,2.4000000000000004,2.4000000000000004,2.4000000000000004,,0.0
CaHoHfIrO6,OQMD,1,1.9869999999999992,1.9869999999999992,1.9869999999999992,,0.0
CaHoHfMnO6,OQMD,1,0.7050000000000001,0.7050000000000001,0.7050000000000001,,0.0
CaHoHfNiO6,OQMD,1,1.1390000000000002,1.1390000000000002,1.1390000000000002,,0.0
CaHoHfRhO6,OQMD,1,1.7149999999999999,1.7149999999999999,1.7149999999999999,,0.0
CaHoHfSbO6,OQMD,1,3.0120000000000005,3.0120000000000005,3.0120000000000005,,0.0
CaHoHfTlO6,OQMD,1,2.791,2.791,2.791,,0.0
CaHoMgVO6,OQMD,1,2.3049999999999997,2.3049999999999997,2.3049999999999997,,0.0
CaHoMnVO6,OQMD,1,0.577,0.577,0.577,,0.0
CaHoNbCdO6,OQMD,1,3.5119999999999996,3.5119999999999996,3.5119999999999996,,0.0
CaHoNbCuO6,OQMD,1,0.8799999999999999,0.8799999999999999,0.8799999999999999,,0.0
CaHoNbPtO6,OQMD,1,1.1949999999999994,1.1949999999999994,1.1949999999999994,,0.0
CaHoTaCdO6,OQMD,1,4.106,4.106,4.106,,0.0
CaHoTiAuO6,OQMD,1,0.45500000000000007,0.45500000000000007,0.45500000000000007,,0.0
CaHoTiBiO6,OQMD,1,2.2570000000000006,2.2570000000000006,2.2570000000000006,,0.0
CaHoTiCoO6,OQMD,1,1.838,1.838,1.838,,0.0
CaHoTiFeO6,OQMD,1,1.9650000000000003,1.9650000000000003,1.9650000000000003,,0.0
CaHoTiIrO6,OQMD,1,1.1550000000000002,1.1550000000000002,1.1550000000000002,,0.0
CaHoTiMnO6,OQMD,1,0.34600000000000053,0.34600000000000053,0.34600000000000053,,0.0
CaHoTiNiO6,OQMD,1,0.8209999999999997,0.8209999999999997,0.8209999999999997,,0.0
CaHoTiRhO6,OQMD,1,1.1589999999999998,1.1589999999999998,1.1589999999999998,,0.0
CaHoTiSbO6,OQMD,1,1.8970000000000002,1.8970000000000002,1.8970000000000002,,0.0
CaHoTiTlO6,OQMD,1,2.4909999999999997,2.4909999999999997,2.4909999999999997,,0.0
CaHoV2O6,MP,1,1.1093,1.1093,1.1093,,0.0
CaHoVCdO6,OQMD,1,2.1609999999999996,2.1609999999999996,2.1609999999999996,,0.0
CaHoVCoO6,OQMD,1,1.4020000000000001,1.4020000000000001,1.4020000000000001,,0.0
CaHoVCuO6,OQMD,1,0.577,0.577,0.577,,0.0
CaHoVFeO6,OQMD,1,1.2730000000000006,1.2730000000000006,1.2730000000000006,,0.0
CaHoVNiO6,OQMD,1,2.1100000000000003,2.1100000000000003,2.1100000000000003,,0.0
CaHoVPtO6,OQMD,1,1.29,1.29,1.29,,0.0
CaHoVZnO6,OQMD,1,2.187,2.187,2.187,,0.0
CaHoZrAuO6,OQMD,1,1.8530000000000002,1.8530000000000002,1.8530000000000002,,0.0
CaHoZrBiO6,OQMD,1,3.2729999999999997,3.2729999999999997,3.2729999999999997,,0.0
CaHoZrCoO6,OQMD,1,1.2479999999999998,1.2479999999999998,1.2479999999999998,,0.0
CaHoZrFeO6,OQMD,1,2.49,2.49,2.49,,0.0
CaHoZrIrO6,OQMD,1,1.665,1.665,1.665,,0.0
CaHoZrMnO6,OQMD,1,0.8289999999999997,0.8289999999999997,0.8289999999999997,,0.0
CaHoZrNiO6,OQMD,1,1.2559999999999998,1.2559999999999998,1.2559999999999998,,0.0
CaHoZrRhO6,OQMD,1,1.4590000000000005,1.4590000000000005,1.4590000000000005,,0.0
CaHoZrSbO6,OQMD,1,2.846,2.846,2.846,,0.0
CaHoZrTlO6,OQMD,1,3.095,3.095,3.095,,0.0
CaIn2SnO6,OQMD,1,2.4589999999999996,2.4589999999999996,2.4589999999999996,,0.0
CaLa2CoO6,MP,3,0.7228000000000001,0.10540000000000001,1.4128999999999992,0.6540867704925187,1.3074999999999992
CaLa2CoO6,OQMD,1,1.4329999999999998,1.4329999999999998,1.4329999999999998,,0.0
CaLa2CrO6,OQMD,1,1.2460000000000004,1.2460000000000004,1.2460000000000004,,0.0
CaLa2GeO6,OQMD,1,4.438000000000001,4.438000000000001,4.438000000000001,,0.0
CaLa2HfO6,OQMD,2,4.484500000000001,4.4510000000000005,4.518000000000001,0.0473761543394988,0.06700000000000017
CaLa2MnO6,MP,1,2.347200000000001,2.347200000000001,2.347200000000001,,0.0
CaLa2MnO6,OQMD,1,2.4909999999999997,2.4909999999999997,2.4909999999999997,,0.0
CaLa2MoO6,MP,1,1.4188,1.4188,1.4188,,0.0
CaLa2NbO6,OQMD,1,0.5340000000000007,0.5340000000000007,0.5340000000000007,,0.0
CaLa2ReO6,OQMD,2,0.6595000000000004,0.6550000000000011,0.6639999999999997,0.006363961030677913,0.008999999999998565
CaLa2RuO6,OQMD,1,0.4029999999999996,0.4029999999999996,0.4029999999999996,,0.0
CaLa2SnO6,JARVIS,1,4.326,4.326,4.326,,0.0
CaLa2SnO6,MP,1,3.892799999999999,3.892799999999999,3.892799999999999,,0.0
CaLa2SnO6,OQMD,1,4.275,4.275,4.275,,0.0
CaLa2TaO6,OQMD,1,0.2889999999999997,0.2889999999999997,0.2889999999999997,,0.0
CaLa2TeO6,OQMD,2,2.343,2.2139999999999995,2.4720000000000004,0.1824335495461299,0.2580000000000009
CaLa2TiO6,MP,1,3.1705,3.1705,3.1705,,0.0
CaLa2TiO6,OQMD,2,3.1925,3.1149999999999993,3.2700000000000005,0.10960155108391567,0.15500000000000114
CaLa2VO6,MP,1,1.785899999999999,1.785899999999999,1.785899999999999,,0.0
CaLa2VO6,OQMD,2,1.7330000000000005,1.7020000000000008,1.7640000000000002,0.043840620433565514,0.06199999999999939
CaLa2WO6,MP,1,2.0397,2.0397,2.0397,,0.0
CaLa2ZrO6,MP,1,2.2496,2.2496,2.2496,,0.0
CaLa2ZrO6,OQMD,1,4.458,4.458,4.458,,0.0
CaLa3Al3MoO12,OQMD,1,0.3070000000000004,0.3070000000000004,0.3070000000000004,,0.0
CaLa3AlV3O12,OQMD,1,0.5270000000000001,0.5270000000000001,0.5270000000000001,,0.0
CaLa3Cr(FeO4)3,OQMD,1,1.1880000000000002,1.1880000000000002,1.1880000000000002,,0.0
CaLa3Cr3WO12,OQMD,1,0.6719999999999997,0.6719999999999997,0.6719999999999997,,0.0
CaLa3Mn(FeO4)3,OQMD,1,0.6619999999999999,0.6619999999999999,0.6619999999999999,,0.0
CaLa3Ti3CoO12,OQMD,1,0.26200000000000045,0.26200000000000045,0.26200000000000045,,0.0
CaLa3Ti3FeO12,OQMD,1,0.26700000000000035,0.26700000000000035,0.26700000000000035,,0.0
CaLa3V(FeO4)3,OQMD,1,0.2639999999999998,0.2639999999999998,0.2639999999999998,,0.0
CaLa3V3MoO12,OQMD,1,0.30400000000000027,0.30400000000000027,0.30400000000000027,,0.0
CaLa3V3WO12,OQMD,1,0.3250000000000002,0.3250000000000002,0.3250000000000002,,0.0
CaLa3Zr3AlO12,OQMD,1,1.2049999999999992,1.2049999999999992,1.2049999999999992,,0.0
CaLa3Zr3CoO12,OQMD,1,1.3869999999999996,1.3869999999999996,1.3869999999999996,,0.0
CaLa3Zr3CrO12,OQMD,1,0.3980000000000006,0.3980000000000006,0.3980000000000006,,0.0
CaLa3Zr3VO12,OQMD,1,0.39999999999999947,0.39999999999999947,0.39999999999999947,,0.0
CaLa3ZrCr3O12,OQMD,1,0.9979999999999993,0.9979999999999993,0.9979999999999993,,0.0
CaLaAl3O7,JARVIS,1,4.438,4.438,4.438,,0.0
CaLaAl3O7,MP,2,4.3934999999999995,4.3925,4.3945,0.0014142135623732533,0.0019999999999997797
CaLaCr2O6,MP,1,0.744899999999999,0.744899999999999,0.744899999999999,,0.0
CaLaGa3O7,JARVIS,1,3.411,3.411,3.411,,0.0
CaLaGa3O7,MP,1,3.2684,3.2684,3.2684,,0.0
CaLaHfAuO6,OQMD,1,1.9060000000000001,1.9060000000000001,1.9060000000000001,,0.0
CaLaHfBiO6,OQMD,1,3.1000000000000005,3.1000000000000005,3.1000000000000005,,0.0
CaLaHfCoO6,OQMD,1,0.9639999999999995,0.9639999999999995,0.9639999999999995,,0.0
CaLaHfFeO6,OQMD,1,2.3249999999999993,2.3249999999999993,2.3249999999999993,,0.0
CaLaHfIrO6,OQMD,1,1.9239999999999995,1.9239999999999995,1.9239999999999995,,0.0
CaLaHfMnO6,OQMD,1,1.0970000000000004,1.0970000000000004,1.0970000000000004,,0.0
CaLaHfNiO6,OQMD,1,1.38,1.38,1.38,,0.0
CaLaHfRhO6,OQMD,1,1.5119999999999996,1.5119999999999996,1.5119999999999996,,0.0
CaLaHfSbO6,OQMD,1,2.8100000000000005,2.8100000000000005,2.8100000000000005,,0.0
CaLaHfTlO6,OQMD,1,2.8450000000000006,2.8450000000000006,2.8450000000000006,,0.0
CaLaMgVO6,OQMD,1,2.221,2.221,2.221,,0.0
CaLaMnVO6,OQMD,1,0.8150000000000004,0.8150000000000004,0.8150000000000004,,0.0
CaLaNbCdO6,OQMD,1,3.348,3.348,3.348,,0.0
CaLaNbCuO6,OQMD,1,1.2600000000000007,1.2600000000000007,1.2600000000000007,,0.0
CaLaNbPtO6,OQMD,1,1.8280000000000003,1.8280000000000003,1.8280000000000003,,0.0
CaLaTaCdO6,OQMD,1,4.026999999999999,4.026999999999999,4.026999999999999,,0.0
CaLaTaCuO6,OQMD,1,1.3470000000000004,1.3470000000000004,1.3470000000000004,,0.0
CaLaTiAuO6,OQMD,1,1.4369999999999998,1.4369999999999998,1.4369999999999998,,0.0
CaLaTiBiO6,OQMD,1,2.1000000000000005,2.1000000000000005,2.1000000000000005,,0.0
CaLaTiCoO6,OQMD,1,0.9460000000000006,0.9460000000000006,0.9460000000000006,,0.0
CaLaTiFeO6,OQMD,1,1.8890000000000002,1.8890000000000002,1.8890000000000002,,0.0
CaLaTiIrO6,OQMD,1,1.0860000000000003,1.0860000000000003,1.0860000000000003,,0.0
CaLaTiMnO6,OQMD,1,0.6699999999999999,0.6699999999999999,0.6699999999999999,,0.0
CaLaTiRhO6,OQMD,1,1.2149999999999999,1.2149999999999999,1.2149999999999999,,0.0
CaLaTiSbO6,OQMD,1,1.8279999999999994,1.8279999999999994,1.8279999999999994,,0.0
CaLaTiTlO6,OQMD,1,2.253,2.253,2.253,,0.0
CaLaVCdO6,OQMD,1,1.9579999999999997,1.9579999999999997,1.9579999999999997,,0.0
CaLaVCoO6,OQMD,1,1.362,1.362,1.362,,0.0
CaLaVCuO6,OQMD,1,0.6550000000000002,0.6550000000000002,0.6550000000000002,,0.0
CaLaVFeO6,OQMD,1,0.9429999999999996,0.9429999999999996,0.9429999999999996,,0.0
CaLaVNiO6,OQMD,1,1.9160000000000004,1.9160000000000004,1.9160000000000004,,0.0
CaLaVPtO6,OQMD,1,1.2299999999999995,1.2299999999999995,1.2299999999999995,,0.0
CaLaVZnO6,OQMD,1,2.091,2.091,2.091,,0.0
CaLaZrBiO6,OQMD,1,2.9450000000000003,2.9450000000000003,2.9450000000000003,,0.0
CaLaZrCoO6,OQMD,1,0.9959999999999996,0.9959999999999996,0.9959999999999996,,0.0
CaLaZrFeO6,OQMD,1,2.197,2.197,2.197,,0.0
CaLaZrIrO6,OQMD,1,1.7990000000000004,1.7990000000000004,1.7990000000000004,,0.0
CaLaZrMnO6,OQMD,1,1.1950000000000003,1.1950000000000003,1.1950000000000003,,0.0
CaLaZrNiO6,OQMD,1,1.2039999999999997,1.2039999999999997,1.2039999999999997,,0.0
CaLaZrRhO6,OQMD,1,1.4000000000000004,1.4000000000000004,1.4000000000000004,,0.0
CaLaZrSbO6,OQMD,1,2.3389999999999995,2.3389999999999995,2.3389999999999995,,0.0
CaLaZrTlO6,OQMD,1,2.774,2.774,2.774,,0.0
CaLu2SnO6,OQMD,1,3.702,3.702,3.702,,0.0
CaLuHfAuO6,OQMD,1,1.5390000000000001,1.5390000000000001,1.5390000000000001,,0.0
CaLuHfBiO6,OQMD,1,3.436,3.436,3.436,,0.0
CaLuHfCoO6,OQMD,1,2.37,2.37,2.37,,0.0
CaLuHfFeO6,OQMD,1,2.5500000000000003,2.5500000000000003,2.5500000000000003,,0.0
CaLuHfIrO6,OQMD,1,1.9820000000000002,1.9820000000000002,1.9820000000000002,,0.0
CaLuHfMnO6,OQMD,1,0.8479999999999999,0.8479999999999999,0.8479999999999999,,0.0
CaLuHfRhO6,OQMD,1,1.702,1.702,1.702,,0.0
CaLuHfSbO6,OQMD,1,3.1609999999999996,3.1609999999999996,3.1609999999999996,,0.0
CaLuHfTlO6,OQMD,1,2.797,2.797,2.797,,0.0
CaLuMgVO6,OQMD,1,2.2169999999999996,2.2169999999999996,2.2169999999999996,,0.0
CaLuMnVO6,OQMD,1,0.742,0.742,0.742,,0.0
CaLuNbCdO6,OQMD,1,3.3790000000000004,3.3790000000000004,3.3790000000000004,,0.0
CaLuNbCuO6,OQMD,1,1.0330000000000004,1.0330000000000004,1.0330000000000004,,0.0
CaLuTaCdO6,OQMD,1,4.095,4.095,4.095,,0.0
CaLuTaCuO6,OQMD,1,1.585,1.585,1.585,,0.0
CaLuTaPdO6,OQMD,1,0.31400000000000006,0.31400000000000006,0.31400000000000006,,0.0
CaLuTiAuO6,OQMD,1,0.48999999999999977,0.48999999999999977,0.48999999999999977,,0.0
CaLuTiBiO6,OQMD,1,2.2809999999999997,2.2809999999999997,2.2809999999999997,,0.0
CaLuTiCoO6,OQMD,1,1.8490000000000002,1.8490000000000002,1.8490000000000002,,0.0
CaLuTiFeO6,OQMD,1,1.984,1.984,1.984,,0.0
CaLuTiIrO6,OQMD,1,1.2400000000000002,1.2400000000000002,1.2400000000000002,,0.0
CaLuTiMnO6,OQMD,1,0.37100000000000044,0.37100000000000044,0.37100000000000044,,0.0
CaLuTiNiO6,OQMD,1,0.8719999999999999,0.8719999999999999,0.8719999999999999,,0.0
CaLuTiRhO6,OQMD,1,1.1180000000000003,1.1180000000000003,1.1180000000000003,,0.0
CaLuTiSbO6,OQMD,1,1.9219999999999997,1.9219999999999997,1.9219999999999997,,0.0
CaLuTiTlO6,OQMD,1,2.3109999999999995,2.3109999999999995,2.3109999999999995,,0.0
CaLuVCdO6,OQMD,1,2.073,2.073,2.073,,0.0
CaLuVCoO6,OQMD,1,1.488,1.488,1.488,,0.0
CaLuVCuO6,OQMD,1,0.6180000000000003,0.6180000000000003,0.6180000000000003,,0.0
CaLuVFeO6,OQMD,1,1.242,1.242,1.242,,0.0
CaLuVNiO6,OQMD,1,2.119,2.119,2.119,,0.0
CaLuVPtO6,OQMD,1,1.2460000000000004,1.2460000000000004,1.2460000000000004,,0.0
CaLuVZnO6,OQMD,1,2.2190000000000003,2.2190000000000003,2.2190000000000003,,0.0
CaLuZrAuO6,OQMD,1,1.653,1.653,1.653,,0.0
CaLuZrBiO6,OQMD,1,3.274,3.274,3.274,,0.0
CaLuZrCoO6,OQMD,1,2.267,2.267,2.267,,0.0
CaLuZrFeO6,OQMD,1,2.4819999999999998,2.4819999999999998,2.4819999999999998,,0.0
CaLuZrIrO6,OQMD,1,1.8679999999999994,1.8679999999999994,1.8679999999999994,,0.0
CaLuZrMnO6,OQMD,1,0.827,0.827,0.827,,0.0
CaLuZrNiO6,OQMD,1,1.0479999999999996,1.0479999999999996,1.0479999999999996,,0.0
CaLuZrRhO6,OQMD,1,1.4539999999999997,1.4539999999999997,1.4539999999999997,,0.0
CaLuZrSbO6,OQMD,1,2.8449999999999998,2.8449999999999998,2.8449999999999998,,0.0
CaLuZrTlO6,OQMD,1,2.8799999999999994,2.8799999999999994,2.8799999999999994,,0.0
CaMg(GeO3)2,OQMD,1,3.436,3.436,3.436,,0.0
CaMg(ReO3)2,OQMD,1,1.601,1.601,1.601,,0.0
CaMg(SnO3)2,OQMD,1,2.3390000000000004,2.3390000000000004,2.3390000000000004,,0.0
CaMg(TeO3)2,OQMD,1,3.4110000000000005,3.4110000000000005,3.4110000000000005,,0.0
CaMg3(GeO3)4,OQMD,1,3.312,3.312,3.312,,0.0
CaMg3(SnO3)4,OQMD,1,2.5920000000000005,2.5920000000000005,2.5920000000000005,,0.0
CaMg3Al2V2O12,OQMD,2,1.4785,1.4780000000000006,1.4789999999999992,0.0007071067811855276,0.0009999999999985576
CaMg3AlCr3O12,OQMD,1,0.4490000000000003,0.4490000000000003,0.4490000000000003,,0.0
CaMg3AlV3O12,OQMD,1,1.104,1.104,1.104,,0.0
CaMg3Cr3CoO12,OQMD,1,0.45699999999999985,0.45699999999999985,0.45699999999999985,,0.0
CaMg3Cr3FeO12,OQMD,1,0.45699999999999985,0.45699999999999985,0.45699999999999985,,0.0
CaMg3Cr3MoO12,OQMD,1,0.3290000000000002,0.3290000000000002,0.3290000000000002,,0.0
CaMg3Mn3MoO12,OQMD,1,0.5299999999999998,0.5299999999999998,0.5299999999999998,,0.0
CaMg3Mn4O12,OQMD,1,0.6759999999999997,0.6759999999999997,0.6759999999999997,,0.0
CaMg3MnAl3O12,OQMD,1,0.4889999999999999,0.4889999999999999,0.4889999999999999,,0.0
CaMg3Sb2O9,OQMD,1,1.0439999999999996,1.0439999999999996,1.0439999999999996,,0.0
CaMg3Ti2Mn2O12,OQMD,2,1.5139999999999998,1.5139999999999998,1.5139999999999998,0.0,0.0
CaMg3Ti3CoO12,OQMD,1,0.607,0.607,0.607,,0.0
CaMg3Ti3CrO12,OQMD,1,0.906,0.906,0.906,,0.0
CaMg3Ti3MnO12,OQMD,1,0.794,0.794,0.794,,0.0
CaMg3Ti3VO12,OQMD,1,2.1489999999999996,2.1489999999999996,2.1489999999999996,,0.0
CaMg3Ti4O12,OQMD,2,2.2250000000000005,1.9850000000000003,2.4650000000000003,0.33941125496954294,0.48
CaMg3TiCr3O12,OQMD,1,0.34499999999999975,0.34499999999999975,0.34499999999999975,,0.0
CaMg3V2(FeO6)2,OQMD,2,0.8129999999999997,0.758,0.8679999999999994,0.07778174593051983,0.10999999999999943
CaMg3V2Cr2O12,OQMD,2,0.8115000000000001,0.7570000000000006,0.8659999999999997,0.07707463914933305,0.1089999999999991
CaMg3V3CoO12,OQMD,1,0.6879999999999997,0.6879999999999997,0.6879999999999997,,0.0
CaMg3V4O12,OQMD,1,0.21999999999999975,0.21999999999999975,0.21999999999999975,,0.0
CaMg3VCr3O12,OQMD,1,0.3420000000000001,0.3420000000000001,0.3420000000000001,,0.0
CaMg3Zr2Mn2O12,OQMD,2,2.0685000000000002,2.0680000000000005,2.0690000000000004,0.0007071067811866267,0.0009999999999998899
CaMg3Zr2Ti2O12,OQMD,2,1.7714999999999999,1.7709999999999995,1.7720000000000002,0.0007071067811870977,0.001000000000000778
CaMg3Zr3CoO12,OQMD,1,1.6740000000000004,1.6740000000000004,1.6740000000000004,,0.0
CaMg3Zr3CrO12,OQMD,1,0.8240000000000001,0.8240000000000001,0.8240000000000001,,0.0
CaMg3Zr3MnO12,OQMD,1,0.8230000000000001,0.8230000000000001,0.8230000000000001,,0.0
CaMg3Zr3MoO12,OQMD,1,0.42100000000000026,0.42100000000000026,0.42100000000000026,,0.0
CaMg3Zr3TiO12,OQMD,1,2.681,2.681,2.681,,0.0
CaMg3Zr3VO12,OQMD,1,2.2630000000000003,2.2630000000000003,2.2630000000000003,,0.0
CaMg3Zr3WO12,OQMD,1,1.2889999999999997,1.2889999999999997,1.2889999999999997,,0.0
CaMg3Zr4O12,OQMD,1,1.245,1.245,1.245,,0.0
CaMg3ZrTi3O12,OQMD,1,2.836,2.836,2.836,,0.0
CaMgMn2O6,OQMD,1,0.21300000000000008,0.21300000000000008,0.21300000000000008,,0.0
CaMgScVO6,OQMD,1,2.2409999999999997,2.2409999999999997,2.2409999999999997,,0.0
CaMgTi2O6,OQMD,1,3.678,3.678,3.678,,0.0
CaMn(BO3)2,OQMD,2,1.887,1.825,1.9489999999999998,0.08768124086713174,0.12399999999999989
CaMn(CO3)2,OQMD,2,3.9325,3.899,3.966,0.0473761543394988,0.06700000000000017
CaMn(GeO3)2,JARVIS,3,0.379,0.24,0.379,0.08025168741735798,0.139
CaMn(GeO3)2,MP,2,1.5998999999999999,1.4055,1.7943,0.2749231165253298,0.38880000000000003
CaMn(GeO3)2,OQMD,1,1.5880000000000005,1.5880000000000005,1.5880000000000005,,0.0
CaMn(SiO3)2,AFLOW,9,3.3074,3.3011,3.3154,0.0046203655459040975,0.01429999999999998
CaMn(SiO3)2,JARVIS,1,1.814,1.814,1.814,,0.0
CaMn(SiO3)2,MP,2,3.02555,2.8319,3.2192,0.27386245635354967,0.38729999999999976
CaMn(SiO3)2,OQMD,1,3.357,3.357,3.357,,0.0
CaMn(TeO3)2,OQMD,1,2.7220000000000004,2.7220000000000004,2.7220000000000004,,0.0
CaMn2(PO4)2,MP,1,3.3819,3.3819,3.3819,,0.0
CaMn3(CO3)4,OQMD,1,3.5669999999999997,3.5669999999999997,3.5669999999999997,,0.0
CaMn3(GeO3)4,OQMD,1,1.1960000000000006,1.1960000000000006,1.1960000000000006,,0.0
CaMn3(SnO3)4,OQMD,1,0.7069999999999999,0.7069999999999999,0.7069999999999999,,0.0
CaMn3V4O12,MP,3,0.415099999999999,0.17199999999999901,0.5004999999999991,0.17044208204939687,0.3285
CaMn4(CuO4)3,JARVIS,2,0.052,0.052,0.052,0.0,0.0
CaMn4(FeO4)3,OQMD,2,0.5594999999999999,0.4969999999999999,0.6219999999999999,0.08838834764831845,0.125
CaMn4(SiO3)5,AFLOW,1,2.9405,2.9405,2.9405,,0.0
CaMn4(SiO3)5,MP,1,3.2266,3.2266,3.2266,,0.0
CaMn4O8,OQMD,1,0.5449999999999999,0.5449999999999999,0.5449999999999999,,0.0
CaMn6SiO12,MP,1,0.5927,0.5927,0.5927,,0.0
CaMnAl2O6,OQMD,1,2.6449999999999996,2.6449999999999996,2.6449999999999996,,0.0
CaMnO3,OQMD,20,0.6999999999999998,0.2120000000000002,1.996,0.6510817395526827,1.7839999999999998
CaMnTl2O6,OQMD,1,1.4420000000000002,1.4420000000000002,1.4420000000000002,,0.0
CaMo(PbO3)2,OQMD,5,1.4660000000000002,1.298,1.803,0.23988476400138484,0.5049999999999999
CaNb2(GeO3)3,OQMD,1,1.6029999999999998,1.6029999999999998,1.6029999999999998,,0.0
CaNb2(SnO3)3,OQMD,1,2.259,2.259,2.259,,0.0
CaNbO3,OQMD,1,0.593,0.593,0.593,,0.0
CaNd2CoO6,OQMD,1,1.492,1.492,1.492,,0.0
CaNd2MnO6,OQMD,1,2.7209999999999996,2.7209999999999996,2.7209999999999996,,0.0
CaNd2ReO6,OQMD,2,0.8490000000000002,0.6820000000000004,1.016,0.23617366491630662,0.33399999999999963
CaNd2TeO6,OQMD,4,2.4250000000000003,0.6969999999999992,2.503,0.8796827079502403,1.806000000000001
CaNdAl3O7,JARVIS,1,4.35,4.35,4.35,,0.0
CaNdAl3O7,MP,1,4.2799,4.2799,4.2799,,0.0
CaNdGa3O7,MP,2,3.2176,3.2042,3.231,0.01895046173579927,0.026799999999999713
CaNdHfBiO6,OQMD,1,3.21,3.21,3.21,,0.0
CaNdHfCoO6,OQMD,1,2.256,2.256,2.256,,0.0
CaNdHfFeO6,OQMD,1,2.4419999999999997,2.4419999999999997,2.4419999999999997,,0.0
CaNdHfIrO6,OQMD,1,1.9849999999999994,1.9849999999999994,1.9849999999999994,,0.0
CaNdHfMnO6,OQMD,1,0.6509999999999998,0.6509999999999998,0.6509999999999998,,0.0
CaNdHfNiO6,OQMD,1,1.0139999999999998,1.0139999999999998,1.0139999999999998,,0.0
CaNdHfRhO6,OQMD,1,1.6659999999999995,1.6659999999999995,1.6659999999999995,,0.0
CaNdHfSbO6,OQMD,1,2.697,2.697,2.697,,0.0
CaNdHfTlO6,OQMD,1,2.911,2.911,2.911,,0.0
CaNdMgVO6,OQMD,1,2.242,2.242,2.242,,0.0
CaNdMnVO6,OQMD,1,0.8029999999999999,0.8029999999999999,0.8029999999999999,,0.0
CaNdNbCdO6,OQMD,1,3.5450000000000004,3.5450000000000004,3.5450000000000004,,0.0
CaNdNbCuO6,OQMD,1,1.29,1.29,1.29,,0.0
CaNdNbPtO6,OQMD,1,1.7929999999999997,1.7929999999999997,1.7929999999999997,,0.0
CaNdTaCdO6,OQMD,1,4.214,4.214,4.214,,0.0
CaNdTaCuO6,OQMD,1,1.2999999999999998,1.2999999999999998,1.2999999999999998,,0.0
CaNdTaPdO6,OQMD,1,0.32399999999999984,0.32399999999999984,0.32399999999999984,,0.0
CaNdTiAuO6,OQMD,1,1.4260000000000002,1.4260000000000002,1.4260000000000002,,0.0
CaNdTiBiO6,OQMD,1,2.2030000000000003,2.2030000000000003,2.2030000000000003,,0.0
CaNdTiCoO6,OQMD,1,0.9649999999999999,0.9649999999999999,0.9649999999999999,,0.0
CaNdTiFeO6,OQMD,1,1.932,1.932,1.932,,0.0
CaNdTiIrO6,OQMD,1,1.2859999999999996,1.2859999999999996,1.2859999999999996,,0.0
CaNdTiMnO6,OQMD,1,0.641,0.641,0.641,,0.0
CaNdTiRhO6,OQMD,1,1.1270000000000007,1.1270000000000007,1.1270000000000007,,0.0
CaNdTiSbO6,OQMD,1,1.8740000000000006,1.8740000000000006,1.8740000000000006,,0.0
CaNdTiTlO6,OQMD,1,2.38,2.38,2.38,,0.0
CaNdVCdO6,OQMD,1,2.065,2.065,2.065,,0.0
CaNdVCoO6,OQMD,1,1.2919999999999998,1.2919999999999998,1.2919999999999998,,0.0
CaNdVCuO6,OQMD,1,0.48199999999999976,0.48199999999999976,0.48199999999999976,,0.0
CaNdVFeO6,OQMD,1,1.2890000000000006,1.2890000000000006,1.2890000000000006,,0.0
CaNdVNiO6,OQMD,1,2.1079999999999997,2.1079999999999997,2.1079999999999997,,0.0
CaNdVPtO6,OQMD,1,1.303,1.303,1.303,,0.0
CaNdVZnO6,OQMD,1,2.244,2.244,2.244,,0.0
CaNdZrAuO6,OQMD,1,1.8480000000000003,1.8480000000000003,1.8480000000000003,,0.0
CaNdZrBiO6,OQMD,1,3.056,3.056,3.056,,0.0
CaNdZrCoO6,OQMD,1,1.0350000000000001,1.0350000000000001,1.0350000000000001,,0.0
CaNdZrFeO6,OQMD,1,2.484,2.484,2.484,,0.0
CaNdZrIrO6,OQMD,1,1.6509999999999998,1.6509999999999998,1.6509999999999998,,0.0
CaNdZrMnO6,OQMD,1,0.8240000000000003,0.8240000000000003,0.8240000000000003,,0.0
CaNdZrRhO6,OQMD,1,1.6579999999999995,1.6579999999999995,1.6579999999999995,,0.0
CaNdZrRuO6,OQMD,1,1.4449999999999994,1.4449999999999994,1.4449999999999994,,0.0
CaNdZrSbO6,OQMD,1,2.635,2.635,2.635,,0.0
CaNdZrTlO6,OQMD,1,3.0760000000000005,3.0760000000000005,3.0760000000000005,,0.0
CaNi(CO3)2,OQMD,1,3.826,3.826,3.826,,0.0
CaNi(GeO3)2,MP,2,2.6744000000000003,2.6157,2.7331000000000003,0.0830143361113008,0.11740000000000039
CaNi(GeO3)2,OQMD,1,3.0140000000000002,3.0140000000000002,3.0140000000000002,,0.0
CaNi(TeO3)2,OQMD,1,3.107,3.107,3.107,,0.0
CaNi2(AsO4)2,OQMD,1,3.091,3.091,3.091,,0.0
CaNi2(PO4)2,MP,1,3.1073,3.1073,3.1073,,0.0
CaNi2(PO4)2,OQMD,1,3.968,3.968,3.968,,0.0
