formula,in_296,pred,abs_lo,abs_hi,cqr_lo,cqr_hi,contain_abs,contain_cqr
Sr2CuWO6,True,0.5799491656933898,-0.30242288290732977,1.4623212142941093,0.14474897554998412,1.3540952284877648,0.0,0.0
Sr2CuYO6,False,0.991849889079412,0.10947784047869236,1.8742219376801317,0.45132376807163754,2.4030435284574434,0.0,0.0
Sr2CuZnO6,False,1.2134743740614842,0.33110232546076457,2.095846422662204,0.3172828256293858,2.125593584122616,0.048304213771839674,0.0
Sr2CuZrO6,False,0.7329517217100673,-0.14942032689065232,1.6153237703107868,0.4603769038001897,2.184896915028994,0.0,0.0
Sr2FeGaO6,False,1.3901097301902272,0.5077376815895076,2.272481778790947,0.2546173296859495,2.235163681428842,0.47070914696813976,0.0
Sr2FeGeO6,False,0.8831614626676401,0.0007894140669204575,1.7655335112683597,0.19607909982192595,1.9175135874547906,0.0,0.0
Sr2FeHfO6,False,1.4442226582435254,0.5618506096428058,2.326594706844245,0.8534416520252407,2.3154956645850926,0.5436793422404933,0.0
Sr2FeInO6,False,1.2612603146070676,0.37888826600634795,2.143632363207787,0.2367241379103981,2.075235927065206,0.19218910585817062,0.0
Sr2FeIrO6,True,0.821934016888823,-0.060438031711896656,1.7043060654895426,0.15627996230017938,1.8288270281263248,0.0,0.0
Sr2FeMnO6,False,0.8658871251006107,-0.016484923500108883,1.7482591737013302,0.1696204438345631,1.4972707695095488,0.0,0.0
Sr2FeMoO6,True,0.6399754121131583,-0.24239663648756127,1.522347460713878,0.235283371925336,1.4194318985185634,0.0,0.0
Sr2FeNbO6,False,1.3169144039656187,0.43454235536489905,2.199286452566338,0.6459530973599849,1.962026879796361,0.34224049331963,0.0
Sr2FeNiO6,False,0.9044895938336459,0.022117545232926306,1.7868616424343655,0.12178850334207447,1.685071211464182,0.0,0.0
Sr2FePdO6,False,0.2723717542665793,-0.6100002943341403,1.154743802867299,0.14998625174587704,1.2013617103423466,0.0,0.0
Sr2FeReO6,True,1.2498797489741207,0.3675077003734011,2.13225179757484,0.20919942532829872,2.045782676385521,0.1551901336073998,0.0
Sr2FeRhO6,False,0.5002452323449915,-0.3821268162557281,1.3826172809457111,0.06704139644495533,1.0292672693605212,0.0,0.0
Sr2FeRuO6,True,0.36402236213197287,-0.5183496864687467,1.2463944107326925,0.11670412692587512,1.3467785844737645,0.0,0.0
Sr2FeSbO6,False,1.2363360918907353,0.35396404329001574,2.1187081404914547,0.25608259237742936,1.7530801196651713,0.11408016443987667,0.0
Sr2FeScO6,False,1.5863891513054966,0.704017102704777,2.4687611999062162,0.7798895501409983,2.2871422856761296,0.5087358684480987,0.0
Sr2FeSnO6,False,1.2839009717065892,0.40152892310586963,2.166273020307309,0.19830330636467064,1.7051994529340657,0.2538540596094553,0.0
Sr2FeTaO6,False,1.4994017966768949,0.6170297480761753,2.3817738452776145,0.7227339158883551,2.2317236247871404,0.6063720452209661,0.0
Sr2FeTeO6,False,1.5185785869482393,0.6362065383475197,2.400950635548959,0.27096659615919927,1.8644026120745405,0.591983556012333,0.0
Sr2FeTiO6,False,1.5285475119760665,0.6461754633753469,2.410919560576786,0.747295910532534,2.0284097716308414,0.578622816032888,0.0
Sr2FeVO6,False,1.1273068800070067,0.24493483140628713,2.0096789286077263,0.662795160047783,1.6739751528771367,0.0,0.0
Sr2FeWO6,False,1.461539693552164,0.5791676449514445,2.3439117421528834,0.37289513045911504,2.0878578410415445,0.5632065775950668,0.0
Sr2FeYO6,False,1.5825608034834038,0.7001887548826842,2.4649328520841234,0.8114976147577334,2.3558730204307636,0.513874614594039,0.0
Sr2FeZnO6,False,1.068696757328339,0.18632470872761941,1.9510688059290586,0.2675944216343067,2.0452858335379336,0.0,0.0
Sr2FeZrO6,False,1.2437067676079447,0.36133471900722514,2.1260788162086643,0.7350496712499388,2.0486546109083448,0.13463514902363824,0.0
Sr2GaGeO6,False,1.8943781943415794,1.0120061457408598,2.776750242942299,0.4437020155287743,2.9579564174152035,0.0,0.0
Sr2GaHfO6,False,1.8658487420327572,0.9834766934320376,2.748220790633477,1.3639988412432698,3.1949620156618304,0.0,0.0
Sr2GaInO6,False,2.5420431991927424,1.6596711505920227,3.424415247793462,1.1723248422131922,3.5816460842109663,0.0,0.0
Sr2GaIrO6,False,0.4139726312920919,-0.4683994173086277,1.2963446798928115,0.13978202976520843,2.4758864219887107,0.0,0.0
Sr2GaMnO6,False,1.3790418447258568,0.4966697961251372,2.2614138933265764,0.42501386402132113,3.0171491788801794,0.45940390544707094,0.0
Sr2GaMoO6,False,1.487884338134369,0.6055122895336493,2.3702563867350888,0.4566983346042093,2.7983686414399274,0.5950668036998972,0.0
Sr2GaNbO6,False,3.1446375406854212,2.2622654920847016,4.027009589286141,1.5870942989717363,3.5773213895343337,0.0,0.0
Sr2GaNiO6,False,1.9522854919738468,1.0699134433731272,2.8346575405745664,0.3140385298755516,2.3346690357405437,0.0,0.0
Sr2GaPdO6,False,0.8009177895444736,-0.08145425905624604,1.683289838145193,0.38933082175283584,2.4513362194890758,0.0,0.0
Sr2GaReO6,False,1.374419953559225,0.49204790495850537,2.2567920021599446,0.47903928671512375,3.198539965808554,0.4563206577595067,0.0
Sr2GaRhO6,False,0.5146745267583126,-0.367697521842407,1.3970465753590322,0.21443831142941794,2.1077687666545724,0.0,0.0
Sr2GaRuO6,False,0.45546824455354656,-0.42690380404717304,1.3378402931542661,0.14828282395240672,2.3063086919544946,0.0,0.0
Sr2GaSbO6,False,2.2103090813031763,1.3279370327024567,3.092681129903896,0.214218421253008,2.644839112306004,0.0,0.0
