formula,pred,abs_lo,abs_hi,cqr_lo,cqr_hi,contain_abs,contain_cqr
Sr2WTeO6,1.4191275418140101,0.5367554932132905,2.3014995904147297,0.4198786017254422,2.6613962375217928,0.5149023638232272,0.0
Sr2CrHfO6,1.0974674636749011,0.2150954150741815,1.9798395122756207,0.47314452120705186,2.3711723054431038,0.0,0.0
Sr2GeTeO6,2.085652912855465,1.2032808642547455,2.9680249614561847,0.47204100926964654,3.2175901075631157,0.0,0.0
Sr2CrGaO6,1.1152285397806296,0.23285649117991003,1.9976005883813492,0.5960901267092635,3.1012760089033136,0.0,0.0
Sr2InBiO6,0.9693406390551069,0.08696859045438732,1.8517126876558265,0.10659190455816558,2.4365943568892066,0.0,0.0
Sr2MnGeO6,1.3820314422359454,0.4996593936352258,2.2644034908366653,0.21389028808250865,2.5951186448614223,0.4624871531346352,0.0
Sr2ZnMoO6,1.9593856438127961,1.0770135952120765,2.8417576924135157,0.35208702271557446,2.6457191272633307,0.0,0.0
Sr2NbIrO6,0.9481995628935014,0.06582751429278177,1.830571611494221,0.32104666731075415,1.6091992902142942,0.0,0.0
Sr2TiMnO6,1.1999508161987549,0.31757876759803527,2.0823228647994743,0.49213292288822796,1.8400213539913612,0.0,0.0
Sr2CoSbO6,1.114458746483229,0.23208669788250935,1.9968307950839486,0.19630463409880178,1.8782571587448644,0.0,0.0
Sr2NiWO6,1.5057292612464757,0.623357212645756,2.3881013098471953,0.09180881245317785,2.3668183560142153,0.6022610483042138,0.0
Sr2RhTaO6,0.9612610982278627,0.07888904962714305,1.8436331468285823,0.28004534572384077,1.614628607945538,0.0,0.0
Sr2ZnTeO6,2.1418543537705395,1.2594823051698198,3.024226402371259,0.2885884492735611,2.7596771980036787,0.0,0.0
Sr2AlBiO6,1.9825474879579135,1.1001754393571939,2.864919536558633,0.35223344528948164,3.223107874991592,0.0,0.0
Sr2VCrO6,1.0894244843048995,0.20705243570417986,1.971796532905619,0.11147136911388422,1.6522157759632639,0.0,0.0
Sr2VFeO6,1.1273068800070067,0.24493483140628713,2.0096789286077263,0.662795160047783,1.6739751528771367,0.0,0.0
Sr2CrSnO6,0.9827508091755432,0.10037876057482364,1.8651228577762629,0.6116340781768117,2.6855172849645337,0.0,0.0
Sr2NiHfO6,1.0426196104451817,0.1602475618444621,1.9249916590459013,0.5313559084882302,1.7994824409536836,0.0,0.0
Sr2NiTaO6,0.8950313889941027,0.012659340393383123,1.7774034375948222,0.175582101534988,1.70966242836433,0.0,0.0
Sr2CoGeO6,1.421245785005446,0.5388737364047265,2.3036178336061655,0.20230419858526277,2.159935274134982,0.5149023638232272,0.0
Sr2NiSbO6,1.231175402538132,0.34880335393741246,2.1135474511388517,0.16143691718831293,2.177607540604497,0.10277492291880781,0.0
Sr2TiBiO6,1.8330350295257638,0.9506629809250442,2.7154070781264834,1.6101306238625521,3.2366660246455763,0.0,0.0
Sr2TiSbO6,2.031890527038611,1.1495184784378916,2.9142625756393308,1.352209230750617,3.1168260443520754,0.0,0.0
Sr2MnBiO6,0.6883829757544534,-0.1939890728462662,1.5707550243551731,0.31348107638370015,2.363660074205506,0.0,0.0
Sr2CoHfO6,0.8309466957141106,-0.05142535288660899,1.7133187443148303,0.7618455584502054,1.8673830760059218,0.0,0.0
Sr2VIrO6,0.9988914350876689,0.11651938648694926,1.8812634836883886,0.3293602743006767,1.8436162568891508,0.0,0.0
Sr2CrZrO6,1.0721105659281325,0.18973851732741287,1.954482614528852,0.2566566484224042,2.2004460311839154,0.0,0.0
Sr2TiPdO6,0.9224697059071242,0.04009765730640458,1.804841754507844,0.34745421011110744,1.6946699929498084,0.0,0.0
Sr2NiMoO6,0.7531826411818684,-0.1291894074188512,1.635554689782588,0.06558364766169383,1.3584958474467048,0.0,0.0
Sr2NbSbO6,2.0709191243702425,1.188547075769523,2.953291172970962,0.8508768214606702,3.1706845423521517,0.0,0.0
Sr2SnBiO6,0.8146370807460732,-0.06773496785464639,1.6970091293467928,0.22621331415569967,2.469435600540036,0.0,0.0
Sr2ZrTaO6,0.8064125620797704,-0.0759594865209492,1.68878461068049,0.343287033811416,3.470050723767041,0.0,0.0
Sr2CrNbO6,0.8298709011423038,-0.05250114745841583,1.7122429497430234,0.11224925867722729,1.5376951606746339,0.0,0.0
Sr2MoTaO6,0.8986076601995093,0.016235611598789723,1.780979708800229,0.10805310617825947,1.488709633223432,0.0,0.0
Sr2VZrO6,1.0326755022157084,0.15030345361498876,1.915047550816428,0.2377282963030135,3.005720951747226,0.0,0.0
Sr2HfTaO6,1.2993388812894402,0.4169668326887206,2.18171092989016,0.6535905715270418,3.764289143859287,0.2918807810894142,0.0
Sr2GeSnO6,2.069931657894494,1.1875596092937744,2.9523037064952136,0.2586652627952353,2.7928447978505777,0.0,0.0
Sr2CrInO6,0.9074483656697354,0.025076317069015808,1.789820414270455,0.5659669029057867,2.8081788106574734,0.0,0.0
Sr2NbHfO6,0.7654077615750818,-0.11696428702563777,1.6477798101758014,0.23399010722724461,2.580009516162282,0.0,0.0
Sr2ScVO6,2.2043257582868625,1.321953709686143,3.086697806887582,1.6622075089723687,3.1646003967161183,0.0,0.0
Sr2VNbO6,0.8476266145709146,-0.03474543402980501,1.7299986631716342,0.14658427740683783,1.646192923453743,0.0,0.0
Sr2VInO6,2.2141236820002494,1.3317516333995298,3.096495730600969,1.5745731678823796,3.1774620737258443,0.0,0.0
Sr2PdSnO6,0.9315316915402128,0.04915964293949315,1.8139037401409324,0.2587742234302878,2.1097091684517677,0.0,0.0
Sr2WSnO6,1.9177143119941666,1.035342263393447,2.8000863605948862,0.8881592652164926,3.018050625841754,0.0,0.0
Sr2NiZrO6,1.0026816429398548,0.12030959433913524,1.8850536915405744,0.3173099987067096,1.696657680299643,0.0,0.0
Sr2VTaO6,0.9533738513734995,0.0710018027727799,1.835745899974219,0.14688796287634814,2.333585676226286,0.0,0.0
Sr2ZrNbO6,0.7490175247714164,-0.13335452382930324,1.631389573372136,0.23885074919382066,2.240807664892594,0.0,0.0
Sr2VCoO6,1.0924758435576893,0.21010379495696974,1.974847892158409,0.400810328149085,1.7277585996715996,0.0,0.0
Sr2TaWO6,0.7164532649520313,-0.16591878364868828,1.598825313552751,0.0869574862622074,1.540261127217597,0.0,0.0
Sr2CoNbO6,0.8780099104686993,-0.0043621381320203545,1.7603819590694187,0.26624210124784053,1.7340412134468286,0.0,0.0
Sr2RuWO6,0.9734533599665972,0.0910813113658776,1.8558254085673167,0.20229180806226688,1.7851667346945819,0.0,0.0
Sr2CuReO6,0.8909264928007631,0.008554444200043476,1.7732985414014828,0.22119661445840977,1.8538799148987715,0.0,0.0
Sr2MnReO6,0.827888715672923,-0.05448333292779661,1.7102607642736425,0.25755036662226605,1.8015822169555222,0.0,0.0
Sr2CrGeO6,0.8792542765541761,-0.00311777204654351,1.7616263251548956,0.3011217883456906,2.7156155776777187,0.0,0.0
Sr2CoMoO6,0.6484192141070017,-0.23395283449371795,1.5307912627077211,0.17764359614063968,1.5165303839081266,0.0,0.0
Sr2VMoO6,0.7642033770224277,-0.11816867157829192,1.6465754256231473,0.07850112823883676,1.4628290086714157,0.0,0.0
Sr2CoZrO6,0.691620660316831,-0.1907513882838886,1.5739927089175505,0.5693099339520216,1.7886320278424024,0.0,0.0
Sr2CrYO6,0.8405301961905328,-0.041841852410186786,1.7229022447912525,0.43549126194836907,2.589544202958904,0.0,0.0
Sr2VNiO6,1.0023812010454076,0.12000915244468802,1.8847532496461272,0.16569490907157586,1.5546454160830527,0.0,0.0
Sr2TiTeO6,2.343595092682717,1.4612230440819975,3.2259671412834368,1.6649584160226314,3.1119140511395127,0.0,0.0
Sr2YWO6,0.5704461599607971,-0.31192588863992254,1.4528182085615167,0.24825497190606816,3.153031971936669,0.0,0.0
Sr2CrAlO6,0.6375476603629421,-0.24482438823777752,1.5199197089636618,0.36305273533955773,2.719117648782847,0.0,0.0
