formula,formula_norm,tier,bg_pred,bg_ci_lo,bg_ci_lo_clip,bg_ci_hi,ci_width,dist_to_pv_centre,metal_risk,bg_pred_zeros,bg_pred_MP,e_class,mondrian_lo,mondrian_hi,mondrian_tier,reclassified
Sr2CrFeO6,Sr2CrFeO6,A2,0.6145371947687807,-0.2246176437506478,0.0,1.468630703976955,1.6932483477276028,0.8854628052312193,False,0.6893389530589963,0.8169022851305641,open,0.0,1.3541471162575154,A2,False
Sr2IrBiO6,Sr2BiIrO6,A2,0.6102165153436024,-0.2339741372507894,0.0,1.4780027642393192,1.7119769014901087,0.8897834846563976,False,0.6320115763628711,0.7489592140871341,open,0.0,1.3498264368323372,A2,False
Sr2RhGeO6,Sr2GeRhO6,A2,0.6058198051720024,-0.259513788550228,0.0,1.4541957323129495,1.7137095208631776,0.8941801948279976,False,0.6166281120156313,0.7080065113166281,open,0.0,1.3454297266607371,A2,False
Sr2IrInO6,Sr2InIrO6,A2,0.6006523977261047,-0.2531335738575782,0.0,1.4510358783744688,1.704169452232047,0.8993476022738953,False,0.6296562771322916,0.774574693324607,open,0.0,1.3402623192148395,A2,False
Sr2MoIrO6,Sr2MoIrO6,A2,0.5990221520446225,-0.2459311187473978,0.0,1.4485060941190635,1.6944372128664615,0.9009778479553776,False,0.7103197159601633,1.0314710648637648,open,0.0,1.3386320735333572,A2,False
Sr2ScMoO6,Sr2ScMoO6,A2,0.5929608891006153,-0.2566681727135227,0.0,1.4332082551164125,1.689876427829935,0.9070391108993848,False,0.6691796744621135,0.8172450390847817,open,0.0,1.33257081058935,A2,False
Sr2VReO6,Sr2VReO6,A2,0.5901241479883959,-0.2637355572473743,0.0,1.4328591572273104,1.696594714474685,0.909875852011604,False,0.7182165685079704,1.035861442763629,open,0.0,1.329734069477131,A2,False
Sr2MnRuO6,Sr2MnRuO6,A2,0.5880697710054859,-0.270756122800459,0.0,1.4230371721212238,1.693793294921683,0.911930228994514,False,0.5753510331529921,0.6145712303355119,open,0.0,1.327679692494221,A2,False
Sr2MnCoO6,Sr2MnCoO6,A2,0.5850781559173379,-0.2431787338632238,0.0,1.4373088546944102,1.680487588557634,0.914921844082662,False,0.5673824828957104,0.5621851114485551,open,0.0,1.3246880774060728,A2,False
Sr2MnCuO6,Sr2MnCuO6,A2,0.5846204785588335,-0.2660972162032211,0.0,1.4275439058514183,1.6936411220546397,0.9153795214411664,False,0.5819317328394298,0.6476500103432961,open,-0.1549894429299013,1.3242304000475684,A2,True
Sr2ReSbO6,Sr2ReSbO6,A2,0.5717920497305757,-0.2754161983008102,0.0,1.4301162626013362,1.7055324609021465,0.9282079502694244,False,0.6106791761661842,0.7329550793075016,open,0.0,1.3114019712193106,A2,False
Sr2TaGeO6,Sr2TaGeO6,A2,2.440856886130236,1.608500026812239,1.608500026812239,3.310253475682924,1.7017534488706847,0.940856886130236,False,2.469761451267269,2.525188092141941,open,1.7012469646415012,3.180466807618971,A2,False
Sr2RhTeO6,Sr2TeRhO6,A2,0.554988950461206,-0.2857624809745204,0.0,1.4109897228999924,1.6967522038745129,0.945011049538794,False,0.542144984308732,0.5930425619304843,open,0.0,1.2945988719499408,A2,False
Sr2RuTeO6,Sr2TeRuO6,A2,0.5527554385874033,-0.2802774639572755,0.0,1.4045567639249246,1.6848342278822002,0.9472445614125968,False,0.5329070629207846,0.583777189912937,open,0.0,1.292365360076138,A2,False
Sr2TiMoO6,Sr2TiMoO6,A2,0.5491120181643663,-0.2928474299808115,0.0,1.3904337602132189,1.6832811901940303,0.9508879818356336,False,0.6743982913127081,0.8741310534013842,open,0.0,1.2887219396531011,A2,False
Sr2NiRuO6,Sr2NiRuO6,A2,0.5203552689900494,-0.3234457427304568,0.0,1.369637003162245,1.6930827458927014,0.9796447310099506,False,0.5060452042152432,0.5515543972084995,open,0.0,1.259965190478784,A2,False
Sr2TaTeO6,Sr2TaTeO6,A2,2.484691650070804,1.6132067550509182,1.6132067550509182,3.3964908815552217,1.7832841265043036,0.9846916500708036,False,2.452671159207382,2.378888119739478,open,1.7450817285820692,3.224301571559539,A2,False
Sr2ZnRuO6,Sr2ZnRuO6,A2,0.5030172362405959,-0.3453680684410699,0.0,1.3613994647886862,1.706767533229756,0.996982763759404,False,0.5052403245576048,0.5378850995124609,open,0.0,1.2426271577293306,A2,False
Sr2TiWO6,Sr2TiWO6,A2,0.486035277506491,-0.361153211985859,0.0,1.3353919285907168,1.6965451405765757,1.013964722493509,False,0.6651895461098019,0.962383276991368,open,0.0,1.2256451989952255,A2,False
Sr2RuSnO6,Sr2SnRuO6,A2,0.4852403001684187,-0.3493347799581169,0.0,1.3531816483978223,1.7025164283559393,1.014759699831581,False,0.473988313237777,0.5166398614584956,open,0.0,1.2248502216571535,A2,False
Sr2RuSbO6,Sr2SbRuO6,A2,0.4640029865155554,-0.3713771843804564,0.0,1.3200655017420275,1.691442686122484,1.0359970134844445,False,0.4466404449878474,0.4988329500703419,open,0.0,1.20361290800429,A2,False
Sr2CoRhO6,Sr2CoRhO6,A2,0.4448245129091521,-0.4032283172874975,0.0,1.2962412766318994,1.699469593919397,1.055175487090848,False,0.4256723841760923,0.4657531439284982,open,0.0,1.184434434397887,B,False
Sr2RuRhO6,Sr2RuRhO6,A2,0.4444856981341704,-0.3893421689094082,0.0,1.3085870352443476,1.697929204153756,1.0555143018658295,False,0.4360280088085728,0.5230972827222465,open,0.0,1.184095619622905,B,False
Sr2MnNiO6,Sr2MnNiO6,A2,0.4412573040092191,-0.4149441317568058,0.0,1.304115601395765,1.7190597331525708,1.0587426959907809,False,0.4363350982831437,0.4595223416418438,open,0.0,1.180867225497954,B,False
Sr2MnRhO6,Sr2MnRhO6,A2,0.4387261246445565,-0.3970441997678974,0.0,1.2926906954871835,1.6897348952550812,1.0612738753554436,False,0.4615444409573116,0.5703671688563656,open,0.0,1.1783360461332912,B,False
Sr2RuGeO6,Sr2GeRuO6,A2,0.3742104416806658,-0.4790186611553981,0.0,1.2150445869278474,1.6940632480832456,1.125789558319334,False,0.3899408692497961,0.4699397852240345,open,0.0,1.1138203631694006,B,False
Sr2CrRhO6,Sr2CrRhO6,A2,0.3594666438060597,-0.4917856067719798,0.0,1.2058764747949622,1.697662081566942,1.14053335619394,False,0.3919657414358304,0.5104004875549683,open,0.0,1.0990765652947945,B,False
Sr2RhIrO6,Sr2IrRhO6,B,0.300875049679494,-0.5521533958202862,0.0,1.147425186927188,1.6995785827474743,1.199124950320506,False,0.3087543574754435,0.4166949858396441,open,0.0,1.040484971168229,B,False
Sr2CuRuO6,Sr2CuRuO6,B,0.2772542920838471,-0.5615020729561097,0.0,1.1368155465833425,1.698317619539452,1.222745707916153,True,0.2651293555217394,0.2935784743662231,open,0.0,1.0168642135725818,B,False
Sr2NiRhO6,Sr2NiRhO6,B,0.2663131497839167,-0.5859210289526318,0.0,1.112891540541738,1.69881256949437,1.2336868502160834,True,0.2719693624526124,0.3308548789784901,open,0.0,1.0059230712726517,B,False
Sr2MoRhO6,Sr2MoRhO6,B,0.2583526166241001,-0.5839441227757882,0.0,1.1049998797034308,1.688944002479219,1.2416473833759,True,0.3043492792051995,0.4511681148345364,open,0.0,0.997962538112835,B,False
Sr2RhPdO6,Sr2PdRhO6,B,0.2362189165353981,-0.6010735835952692,0.0,1.080787143497457,1.6818607270927262,1.263781083464602,True,0.2184321107185377,0.2514307289755207,open,0.0,0.9758288380241328,B,False
Sr2CuIrO6,Sr2CuIrO6,B,0.2308948682509781,-0.6063699916468568,0.0,1.0775929995879914,1.6839629912348482,1.2691051317490218,True,0.2217958689714835,0.3224914478819146,open,0.0,0.970504789739713,B,False
