formula,pred_OQMD,pred_zeros,pred_MP,d_zeros,d_MP
Sr2NiIrO6,0.7017600849715758,0.730525165835545,0.8890460465579632,0.028765080863969228,0.18728596158638733
Sr2NiGeO6,1.024915673684261,1.0465146648921515,1.2126571719204822,0.02159899120789044,0.1877414982362211
Sr2NiSnO6,1.2449714260472002,1.2607754629790067,1.41223265944888,0.01580403693180643,0.16726123340167987
Sr2NiSbO6,1.0159728600872657,1.0504821098877632,1.2265469801056934,0.03450924980049752,0.21057412001842768
Sr2NiBiO6,0.7364758314306818,0.7644893495897245,0.9200178227934627,0.028013518159042627,0.18354199136278082
Sr2CuNbO6,0.487028882074316,0.5169146330222174,0.6205654643983975,0.029885750947901413,0.13353658232408155
Sr2CuMoO6,0.38691130639160576,0.4150398464303638,0.53831926894286,0.028128540038758032,0.15140796255125422
Sr2CuRuO6,0.2772542920838471,0.26512935552173944,0.29357847436622314,-0.012124936562107669,0.016324182282376032
Sr2CuTaO6,0.718165710989159,0.7500136486053393,0.9412640331133806,0.03184793761618021,0.22309832212422154
Sr2CuWO6,0.6113931504394167,0.6344839240663583,0.7164258871605008,0.023090773626941674,0.10503273672108415
Sr2CuReO6,0.8463436154440337,0.8373842368036661,0.8974113307237999,-0.008959378640367555,0.05106771527976617
Sr2CuIrO6,0.23089486825097813,0.2217958689714835,0.32249144788191464,-0.009098999279494618,0.09159657963093651
Sr2CuSbO6,0.7041246117231549,0.6748077656389241,0.7359454007747223,-0.029316846084230797,0.03182078905156738
Sr2CuBiO6,0.663254903581118,0.6133280120651161,0.6478991679104447,-0.04992689151600194,-0.015355735670673387
Sr2CuTeO6,0.7212897899949522,0.6832025652083697,0.7207367895268019,-0.03808722478658244,-0.000553000468150322
Sr2ZnMoO6,1.8946911968266633,1.947910906001572,2.064218991243282,0.0532197091749087,0.1695277944166187
Sr2ZnRuO6,0.5030172362405959,0.5052403245576048,0.5378850995124609,0.0022230883170089033,0.034867863271864974
Sr2ZnWO6,2.9382301921840703,2.965086812296862,3.0619326172712333,0.026856620112791774,0.123702425087163
Sr2ZnReO6,1.5070363509501905,1.5308229300604979,1.585006358876973,0.02378657911030735,0.07797000792678244
Sr2ZnTeO6,1.9260439036711237,1.9187651122100022,1.979001147497202,-0.0072787914611214255,0.05295724382607836
Sr2YNbO6,3.080012513732976,3.1121094604757875,3.152505454353623,0.03209694674281138,0.0724929406206467
Sr2YMoO6,0.6122124818230128,0.6729039704211673,0.8106043725898722,0.06069148859815454,0.19839189076685937
Sr2YRuO6,0.5341258224844424,0.4958543681390493,0.4703785944064971,-0.038271454345393086,-0.0637472280779453
Sr2YTaO6,3.6480288380317605,3.6573043578378446,3.6764933933940425,0.009275519806084098,0.028464555362281985
Sr2YWO6,0.8164349257102587,0.9309118802283886,1.1932536905970945,0.11447695451812989,0.37681876488683586
Sr2YReO6,0.8753165096395916,0.903294813812261,0.9721330154414155,0.027978304172669333,0.09681650580182388
Sr2YIrO6,0.9122255909736999,0.9381236357785661,1.14633091849202,0.025898044804866127,0.23410532751832014
Sr2YSbO6,3.7757339286172567,3.782965568064533,3.8209053693728725,0.00723163944727645,0.045171440755615855
Sr2ZrNbO6,0.8709552433956317,0.9434628508255547,1.0920609809258341,0.07250760742992302,0.22110573753020246
Sr2ZrMoO6,0.6816846273749095,0.7577466831202617,0.9113894061009047,0.07606205574535219,0.22970477872599515
Sr2ZrRuO6,0.6657443643469206,0.6553530561316925,0.6873343383642262,-0.010391308215228157,0.021589974017305558
Sr2ZrRhO6,0.8501044896285701,0.8597745426472888,0.9475235391617894,0.009670053018718705,0.09741904953321934
Sr2ZrPdO6,1.2124845853018644,1.2105467851942422,1.2561935168563958,-0.001937800107622234,0.04370893155453137
Sr2ZrHfO6,3.9265799777496326,3.9219377516016243,3.8847555294795586,-0.004642226148008355,-0.04182444827007403
Sr2ZrTaO6,0.9431860883730812,1.0577188740439822,1.32260436636676,0.11453278567090108,0.3794182779936788
Sr2ZrWO6,0.6297308277399953,0.7525303624362769,1.046674563650393,0.12279953469628158,0.4169437359103976
Sr2ZrReO6,0.681785653566746,0.7221180178052826,0.83658335259962,0.04033236423853659,0.154797699032874
Sr2ZrIrO6,1.1540412842842906,1.1726382667493438,1.397827706715634,0.018596982465053147,0.2437864224313433
