band_gap,src
0.5180000000000007,OQMD
1.084,OQMD
1.0309999999999997,OQMD
2.814,OQMD
3.6140000000000003,OQMD
3.4370000000000003,OQMD
2.315,OQMD
0.512,OQMD
2.0949999999999998,OQMD
0.374,OQMD
2.3110000000000004,OQMD
1.9502000000000002,MP
0.5029999999999997,OQMD
0.3879999999999999,OQMD
1.445,OQMD
0.723,OQMD
